year,region,name,ratio
2020,662,Saint Lucia,0.94
2010,662,Saint Lucia,0.99
2010,662,Saint Lucia,1.05
2005,670,Saint Vincent & Grenadines,0.9
2005,670,Saint Vincent & Grenadines,1.25
2005,670,Saint Vincent & Grenadines,1.47
2010,670,Saint Vincent & Grenadines,0.95
2010,670,Saint Vincent & Grenadines,1.05
2010,670,Saint Vincent & Grenadines,1.26
2015,670,Saint Vincent & Grenadines,0.99
2015,670,Saint Vincent & Grenadines,1.01
2015,670,Saint Vincent & Grenadines,1.16
2018,670,Saint Vincent & Grenadines,0.99
2018,670,Saint Vincent & Grenadines,1.03
2018,670,Saint Vincent & Grenadines,1.21
2005,882,Samoa,1.01
2005,882,Samoa,1.13
2005,882,Samoa,1.18
2010,882,Samoa,0.99
2010,882,Samoa,1.14
2010,882,Samoa,1.24
2015,882,Samoa,1.0
2015,882,Samoa,1.11
2015,882,Samoa,1.2
2018,882,Samoa,1.0
2019,882,Samoa,1.01
2020,882,Samoa,0.99
2018,674,San Marino,1.05
2018,674,San Marino,0.9
2018,674,San Marino,0.86
2019,674,San Marino,1.08
2019,674,San Marino,0.94
2019,674,San Marino,0.96
2020,674,San Marino,0.98
2020,674,San Marino,0.96
2020,674,San Marino,0.81
2005,678,Sao Tome and Principe,0.96
2005,678,Sao Tome and Principe,1.06
2005,678,Sao Tome and Principe,0.96
2010,678,Sao Tome and Principe,0.99
2010,678,Sao Tome and Principe,1.02
2010,678,Sao Tome and Principe,0.78
2015,678,Sao Tome and Principe,0.96
2015,678,Sao Tome and Principe,1.11
2015,678,Sao Tome and Principe,1.14
2005,682,Saudi Arabia,0.98
2005,682,Saudi Arabia,0.94
2005,682,Saudi Arabia,0.91
2010,682,Saudi Arabia,0.99
2015,682,Saudi Arabia,1.03
2015,682,Saudi Arabia,0.98
2015,682,Saudi Arabia,0.95
2018,682,Saudi Arabia,1.01
2018,682,Saudi Arabia,0.94
2018,682,Saudi Arabia,0.92
2019,682,Saudi Arabia,1.02
2019,682,Saudi Arabia,0.91
2019,682,Saudi Arabia,0.84
2020,682,Saudi Arabia,1.02
2020,682,Saudi Arabia,0.93
2020,682,Saudi Arabia,0.87
2005,686,Senegal,0.96
2005,686,Senegal,0.75
2005,686,Senegal,0.66
2010,686,Senegal,1.06
2010,686,Senegal,0.87
2015,686,Senegal,1.12
2019,686,Senegal,1.14
2019,686,Senegal,1.13
2019,686,Senegal,1.04
2020,686,Senegal,1.15
2020,686,Senegal,1.16
2020,686,Senegal,1.07
2010,688,Serbia,1.0
2010,688,Serbia,1.02
2010,688,Serbia,1.05
2015,688,Serbia,1.0
2015,688,Serbia,1.01
2015,688,Serbia,1.04
2018,688,Serbia,1.0
2018,688,Serbia,1.01
2018,688,Serbia,1.03
2019,688,Serbia,1.0
2019,688,Serbia,1.01
2019,688,Serbia,1.03
2020,688,Serbia,1.0
2020,688,Serbia,1.01
2020,688,Serbia,1.03
2005,690,Seychelles,0.98
2005,690,Seychelles,1.07
2005,690,Seychelles,1.16
2010,690,Seychelles,1.03
2010,690,Seychelles,1.06
2010,690,Seychelles,1.18
2015,690,Seychelles,1.03
2015,690,Seychelles,1.07
2015,690,Seychelles,1.13
2018,690,Seychelles,1.06
2018,690,Seychelles,1.07
2018,690,Seychelles,1.15
2019,690,Seychelles,1.05
2019,690,Seychelles,1.06
2019,690,Seychelles,1.15
2020,690,Seychelles,1.04
2020,690,Seychelles,1.09
2020,690,Seychelles,1.16
2015,694,Sierra Leone,1.01
2015,694,Sierra Leone,0.88
2015,694,Sierra Leone,0.78
2018,694,Sierra Leone,1.03
2019,694,Sierra Leone,1.03
2020,694,Sierra Leone,1.03
2018,702,Singapore,1.0
2018,702,Singapore,0.99
2018,702,Singapore,0.99
2019,702,Singapore,1.0
2019,702,Singapore,0.99
2019,702,Singapore,0.98
2005,703,Slovakia,0.99
2005,703,Slovakia,1.01
2005,703,Slovakia,1.03
2010,703,Slovakia,0.99
2010,703,Slovakia,1.01
2010,703,Slovakia,1.04
2015,703,Slovakia,0.99
2015,703,Slovakia,1.01
2015,703,Slovakia,1.04
2018,703,Slovakia,1.0
2018,703,Slovakia,1.01
2018,703,Slovakia,1.04
2019,703,Slovakia,1.0
2019,703,Slovakia,1.01
2019,703,Slovakia,1.04
2005,705,Slovenia,0.99
2005,705,Slovenia,1.0
2005,705,Slovenia,1.0
2010,705,Slovenia,1.0
2010,705,Slovenia,0.99
2010,705,Slovenia,0.99
2015,705,Slovenia,1.01
2015,705,Slovenia,1.01
2015,705,Slovenia,1.02
2018,705,Slovenia,1.0
2018,705,Slovenia,1.02
2018,705,Slovenia,1.04
2019,705,Slovenia,1.0
2019,705,Slovenia,1.02
2019,705,Slovenia,1.03
2005,90,Solomon Islands,0.95
2005,90,Solomon Islands,0.83
2005,90,Solomon Islands,0.72
2010,90,Solomon Islands,0.98
2010,90,Solomon Islands,0.86
2010,90,Solomon Islands,0.72
2015,90,Solomon Islands,0.99
2018,90,Solomon Islands,1.0
2019,90,Solomon Islands,0.99
2005,710,South Africa,0.97
2005,710,South Africa,1.07
2005,710,South Africa,1.1
2010,710,South Africa,0.96
2010,710,South Africa,1.06
2010,710,South Africa,1.1
2015,710,South Africa,0.93
2015,710,South Africa,0.99
2015,710,South Africa,0.97
2018,710,South Africa,0.96
2018,710,South Africa,1.07
2018,710,South Africa,1.09
2019,710,South Africa,0.97
2019,710,South Africa,1.06
2019,710,South Africa,1.1
2015,728,South Sudan,0.71
2015,728,South Sudan,0.54
2015,728,South Sudan,0.45
2005,724,Spain,0.99
2005,724,Spain,1.07
2005,724,Spain,1.18
2010,724,Spain,0.99
2010,724,Spain,1.03
2010,724,Spain,1.09
2015,724,Spain,1.02
2015,724,Spain,0.99
2015,724,Spain,1.03
2018,724,Spain,1.01
2018,724,Spain,1.02
2018,724,Spain,1.05
2019,724,Spain,1.01
2019,724,Spain,1.03
2019,724,Spain,1.07
2005,144,Sri Lanka,0.99
2010,144,Sri Lanka,0.98
2010,144,Sri Lanka,1.01
2010,144,Sri Lanka,1.07
2015,144,Sri Lanka,0.98
2018,144,Sri Lanka,0.99
2018,144,Sri Lanka,1.05
2018,144,Sri Lanka,1.11
2019,144,Sri Lanka,1.0
2015,729,Sudan,0.91
2015,729,Sudan,0.98
2015,729,Sudan,1.06
2018,729,Sudan,0.93
2018,729,Sudan,1.02
2018,729,Sudan,1.08
2005,740,Suriname,0.98
2005,740,Suriname,1.34
2005,740,Suriname,1.75
2010,740,Suriname,1.0
2010,740,Suriname,1.29
2010,740,Suriname,1.79
2015,740,Suriname,1.01
2015,740,Suriname,1.32
2015,740,Suriname,1.82
2018,740,Suriname,1.0
2019,740,Suriname,1.0
2005,752,Sweden,1.0
2005,752,Sweden,1.0
2005,752,Sweden,1.0
2010,752,Sweden,0.99
2010,752,Sweden,0.99
2010,752,Sweden,0.99
2015,752,Sweden,1.04
2015,752,Sweden,1.14
2015,752,Sweden,1.2
2018,752,Sweden,1.02
2018,752,Sweden,1.07
2018,752,Sweden,1.11
2019,752,Sweden,1.04
2019,752,Sweden,1.07
2019,752,Sweden,1.1
2005,756,Switzerland,1.0
2005,756,Switzerland,0.94
2005,756,Switzerland,0.86
2010,756,Switzerland,1.0
2010,756,Switzerland,0.97
2010,756,Switzerland,0.92
2015,756,Switzerland,1.0
2015,756,Switzerland,0.97
2015,756,Switzerland,0.94
2018,756,Switzerland,0.99
2018,756,Switzerland,0.95
2018,756,Switzerland,0.92
2019,756,Switzerland,1.0
2019,756,Switzerland,0.95
2019,756,Switzerland,0.91
2005,760,Syrian Arab Republic,0.97
2005,760,Syrian Arab Republic,0.96
2005,760,Syrian Arab Republic,0.99
2010,760,Syrian Arab Republic,0.97
2010,760,Syrian Arab Republic,1.0
2010,760,Syrian Arab Republic,1.08
2005,762,Tajikistan,0.97
2005,762,Tajikistan,0.84
2005,762,Tajikistan,0.62
2010,762,Tajikistan,0.98
2010,762,Tajikistan,0.87
2010,762,Tajikistan,0.67
2015,762,Tajikistan,0.99
2005,764,Thailand,0.97
2005,764,Thailand,1.05
2005,764,Thailand,1.12
2010,764,Thailand,0.99
2010,764,Thailand,1.07
2010,764,Thailand,1.18
2015,764,Thailand,0.94
2015,764,Thailand,0.96
2015,764,Thailand,1.0
2018,764,Thailand,1.0
2018,764,Thailand,0.98
2018,764,Thailand,1.06
2019,764,Thailand,1.0
2019,764,Thailand,0.97
2019,764,Thailand,1.02
2020,764,Thailand,1.0
2020,764,Thailand,0.98
2020,764,Thailand,1.02
2005,626,Timor-Leste,0.91
2005,626,Timor-Leste,0.97
2010,626,Timor-Leste,0.95
2010,626,Timor-Leste,0.99
2010,626,Timor-Leste,0.96
2015,626,Timor-Leste,0.98
2015,626,Timor-Leste,1.06
2015,626,Timor-Leste,1.06
2018,626,Timor-Leste,0.96
2018,626,Timor-Leste,1.08
2018,626,Timor-Leste,1.1
2019,626,Timor-Leste,0.98
2019,626,Timor-Leste,1.1
2019,626,Timor-Leste,1.13
2005,768,Togo,0.85
2005,768,Togo,0.53
2005,768,Togo,0.41
2010,768,Togo,0.9
2015,768,Togo,0.95
2018,768,Togo,0.96
2019,768,Togo,0.97
2020,768,Togo,0.97
2020,768,Togo,0.64
2005,776,Tonga,0.97
2010,776,Tonga,0.98
2010,776,Tonga,1.07
2015,776,Tonga,0.99
2015,776,Tonga,1.03
2015,776,Tonga,1.19
2018,776,Tonga,0.99
2019,776,Tonga,0.97
2019,776,Tonga,1.14
2019,776,Tonga,1.25
2020,776,Tonga,0.95
2020,776,Tonga,1.18
2020,776,Tonga,1.21
2005,780,Trinidad and Tobago,0.97
2010,780,Trinidad and Tobago,0.97
2005,788,Tunisia,0.99
2005,788,Tunisia,1.1
2005,788,Tunisia,1.22
2010,788,Tunisia,1.0
2010,788,Tunisia,1.1
2010,788,Tunisia,1.25
2015,788,Tunisia,1.0
2018,788,Tunisia,0.99
2020,788,Tunisia,0.98
2005,792,Türkiye,0.95
2005,792,Türkiye,0.83
2005,792,Türkiye,0.78
2010,792,Türkiye,0.99
2010,792,Türkiye,0.92
2010,792,Türkiye,0.87
2015,792,Türkiye,0.99
2015,792,Türkiye,0.97
2015,792,Türkiye,0.94
2018,792,Türkiye,0.99
2018,792,Türkiye,0.98
2018,792,Türkiye,0.94
2019,792,Türkiye,0.99
2019,792,Türkiye,0.96
2019,792,Türkiye,0.91
2019,795,Turkmenistan,0.98
2019,795,Turkmenistan,0.98
2019,795,Turkmenistan,0.99
2020,795,Turkmenistan,0.98
2020,795,Turkmenistan,0.98
2020,795,Turkmenistan,0.98
2005,798,Tuvalu,0.97
2015,798,Tuvalu,0.96
2015,798,Tuvalu,1.21
2018,798,Tuvalu,0.92
2018,798,Tuvalu,1.14
2018,798,Tuvalu,1.48
2019,798,Tuvalu,0.96
2019,798,Tuvalu,1.09
2019,798,Tuvalu,1.43
2020,798,Tuvalu,1.01
2020,798,Tuvalu,1.01
2020,798,Tuvalu,1.18
2005,800,Uganda,0.99
2010,800,Uganda,1.01
2015,800,Uganda,1.02
2005,804,Ukraine,1.0
2005,804,Ukraine,0.93
2005,804,Ukraine,0.96
2010,804,Ukraine,1.01
2010,804,Ukraine,0.98
2010,804,Ukraine,0.91
2015,784,United Arab Emirates,1.0
2019,784,United Arab Emirates,1.0
2019,784,United Arab Emirates,0.99
2019,784,United Arab Emirates,0.98
2020,784,United Arab Emirates,1.01
2020,784,United Arab Emirates,1.01
2020,784,United Arab Emirates,1.02
2005,826,United Kingdom,1.0
2005,826,United Kingdom,1.03
2005,826,United Kingdom,1.05
2010,826,United Kingdom,0.99
2010,826,United Kingdom,1.0
2010,826,United Kingdom,1.04
2015,826,United Kingdom,1.0
2015,826,United Kingdom,1.03
2015,826,United Kingdom,1.06
2018,826,United Kingdom,1.0
2018,826,United Kingdom,1.03
2018,826,United Kingdom,1.06
2019,826,United Kingdom,1.0
2019,826,United Kingdom,1.02
2019,826,United Kingdom,1.05
2005,834,United Rep. of Tanzania,0.97
2010,834,United Rep. of Tanzania,1.02
2010,834,United Rep. of Tanzania,0.82
2010,834,United Rep. of Tanzania,0.76
2015,834,United Rep. of Tanzania,1.05
2015,834,United Rep. of Tanzania,0.99
2015,834,United Rep. of Tanzania,0.67
2018,834,United Rep. of Tanzania,1.03
2018,834,United Rep. of Tanzania,1.05
2018,834,United Rep. of Tanzania,0.73
2019,834,United Rep. of Tanzania,1.02
2019,834,United Rep. of Tanzania,1.08
2019,834,United Rep. of Tanzania,0.76
2020,834,United Rep. of Tanzania,1.03
2020,834,United Rep. of Tanzania,1.1
2020,834,United Rep. of Tanzania,0.78
2005,840,United States of America,0.99
2005,840,United States of America,1.02
2005,840,United States of America,1.06
2015,840,United States of America,1.0
2015,840,United States of America,1.01
2015,840,United States of America,1.02
2018,840,United States of America,1.0
2018,840,United States of America,0.99
2018,840,United States of America,0.99
2019,840,United States of America,1.01
2019,840,United States of America,0.98
2019,840,United States of America,0.97
2005,858,Uruguay,0.97
2005,858,Uruguay,1.15
2005,858,Uruguay,1.22
2010,858,Uruguay,0.97
2010,858,Uruguay,1.17
2010,858,Uruguay,1.32
2015,858,Uruguay,0.98
2018,858,Uruguay,0.99
2018,858,Uruguay,1.11
2018,858,Uruguay,1.22
2019,858,Uruguay,0.99
2019,858,Uruguay,1.11
2019,858,Uruguay,1.22
2005,860,Uzbekistan,1.0
2005,860,Uzbekistan,0.97
2005,860,Uzbekistan,0.92
2010,860,Uzbekistan,0.98
2010,860,Uzbekistan,1.0
2010,860,Uzbekistan,1.01
2015,860,Uzbekistan,0.99
2015,860,Uzbekistan,0.99
2015,860,Uzbekistan,0.99
2018,860,Uzbekistan,0.99
2018,860,Uzbekistan,0.99
2018,860,Uzbekistan,1.0
2019,860,Uzbekistan,0.99
2019,860,Uzbekistan,0.99
2019,860,Uzbekistan,1.03
2020,860,Uzbekistan,0.98
2005,548,Vanuatu,0.97
2010,548,Vanuatu,0.99
2010,548,Vanuatu,1.0
2010,548,Vanuatu,0.84
2015,548,Vanuatu,0.97
2015,548,Vanuatu,1.03
2015,548,Vanuatu,1.05
2019,548,Vanuatu,0.96
2020,548,Vanuatu,0.98
2020,548,Vanuatu,1.14
2020,548,Vanuatu,1.3
2005,862,Venezuela (Boliv. Rep. of),0.98
2005,862,Venezuela (Boliv. Rep. of),1.13
2005,862,Venezuela (Boliv. Rep. of),1.25
2010,862,Venezuela (Boliv. Rep. of),0.97
2010,862,Venezuela (Boliv. Rep. of),1.1
2010,862,Venezuela (Boliv. Rep. of),1.18
2015,862,Venezuela (Boliv. Rep. of),0.98
2015,862,Venezuela (Boliv. Rep. of),1.08
2015,862,Venezuela (Boliv. Rep. of),1.15
2005,704,Viet Nam,0.95
2010,704,Viet Nam,0.95
2015,704,Viet Nam,1.0
2018,704,Viet Nam,1.02
2019,704,Viet Nam,1.02
2020,704,Viet Nam,1.02
2005,887,Yemen,0.74
2005,887,Yemen,0.49
2005,887,Yemen,0.45
2010,887,Yemen,0.82
2010,887,Yemen,0.62
2010,887,Yemen,0.59
2005,894,Zambia,0.94
2010,894,Zambia,1.01
2015,894,Zambia,1.0
2015,716,Zimbabwe,0.98
2018,716,Zimbabwe,1.0
2019,716,Zimbabwe,1.0
2020,716,Zimbabwe,1.01
